"","term","gene"
"7563","Enterocyte colon signature (Wang 2020)","PDE4C"
"7564","Enterocyte colon signature (Wang 2020)","MT-ND1"
"7565","Enterocyte colon signature (Wang 2020)","TXNIP"
"7566","Enterocyte colon signature (Wang 2020)","AREG"
"7567","Enterocyte colon signature (Wang 2020)","TPD52"
"7568","Enterocyte colon signature (Wang 2020)","SMAGP"
"7569","Enterocyte colon signature (Wang 2020)","DCTPP1"
"7570","Enterocyte colon signature (Wang 2020)","ATP2A3"
"7571","Enterocyte colon signature (Wang 2020)","MT-CYB"
"7572","Enterocyte colon signature (Wang 2020)","PKIB"
"7573","Enterocyte colon signature (Wang 2020)","TPM4"
"7574","Enterocyte colon signature (Wang 2020)","RPL37A"
"7575","Enterocyte colon signature (Wang 2020)","EFNB2"
"7576","Enterocyte colon signature (Wang 2020)","SH3KBP1"
"7577","Enterocyte colon signature (Wang 2020)","TCEB2"
"7578","Enterocyte colon signature (Wang 2020)","BCAS1"
"7579","Enterocyte colon signature (Wang 2020)","RPS18"
"7580","Enterocyte colon signature (Wang 2020)","C1QBP"
"7581","Enterocyte colon signature (Wang 2020)","PLCD3"
"7582","Enterocyte colon signature (Wang 2020)","TFRC"
"7583","Enterocyte colon signature (Wang 2020)","RPLP2"
"7584","Enterocyte colon signature (Wang 2020)","STRA13"
"7585","Enterocyte colon signature (Wang 2020)","SLC16A1"
"7586","Enterocyte colon signature (Wang 2020)","MINOS1"
"7587","Enterocyte colon signature (Wang 2020)","PADI2"
"7588","Enterocyte colon signature (Wang 2020)","RPLP1"
"7589","Enterocyte colon signature (Wang 2020)","PTP4A1"
"7590","Enterocyte colon signature (Wang 2020)","C12orf57"
"7591","Enterocyte colon signature (Wang 2020)","RBM3"
"7592","Enterocyte colon signature (Wang 2020)","CTSC"
"7593","Enterocyte colon signature (Wang 2020)","SLPI"
"7594","Enterocyte colon signature (Wang 2020)","RPS6"
"7595","Enterocyte colon signature (Wang 2020)","ARF3"
"7596","Enterocyte colon signature (Wang 2020)","COA3"
"7597","Enterocyte colon signature (Wang 2020)","TM9SF3"
"7598","Enterocyte colon signature (Wang 2020)","ID1"
"7599","Enterocyte colon signature (Wang 2020)","ACAT1"
"7600","Enterocyte colon signature (Wang 2020)","LDHB"
"7601","Enterocyte colon signature (Wang 2020)","CAPG"
"7602","Enterocyte colon signature (Wang 2020)","EHF"
"7603","Enterocyte colon signature (Wang 2020)","HMGCR"
"7604","Enterocyte colon signature (Wang 2020)","HOXB9"
"7605","Enterocyte colon signature (Wang 2020)","ERN2"
"7606","Enterocyte colon signature (Wang 2020)","BACE2"
"7607","Enterocyte colon signature (Wang 2020)","IQGAP1"
"7608","Enterocyte colon signature (Wang 2020)","HDAC1"
"7609","Enterocyte colon signature (Wang 2020)","IL18"
"7610","Enterocyte colon signature (Wang 2020)","RBM47"
"7611","Enterocyte colon signature (Wang 2020)","HNRNPA3"
"7612","Enterocyte colon signature (Wang 2020)","SDCBP"
"7613","Enterocyte colon signature (Wang 2020)","HIGD1A"
"7614","Enterocyte colon signature (Wang 2020)","GRN"
"7615","Enterocyte colon signature (Wang 2020)","ABHD17C"
"7616","Enterocyte colon signature (Wang 2020)","LGALS4"
"7617","Enterocyte colon signature (Wang 2020)","HSPA1B"
"7618","Enterocyte colon signature (Wang 2020)","SOD2"
"7619","Enterocyte colon signature (Wang 2020)","ESRP1"
"7620","Enterocyte colon signature (Wang 2020)","KLF5"
"7621","Enterocyte colon signature (Wang 2020)","RPS11"
"7622","Enterocyte colon signature (Wang 2020)","ACTN4"
"7623","Enterocyte colon signature (Wang 2020)","SUCLG2"
"7624","Enterocyte colon signature (Wang 2020)","GCNT3"
"7625","Enterocyte colon signature (Wang 2020)","PFN1"
"7626","Enterocyte colon signature (Wang 2020)","DYNLL1"
"7627","Enterocyte colon signature (Wang 2020)","CANT1"
"7628","Enterocyte colon signature (Wang 2020)","HSP90B1"
"7629","Enterocyte colon signature (Wang 2020)","SERINC5"
"7630","Enterocyte colon signature (Wang 2020)","PLAC8"
"7631","Enterocyte colon signature (Wang 2020)","RNF186"
"7632","Enterocyte colon signature (Wang 2020)","UQCRFS1"
"7633","Enterocyte colon signature (Wang 2020)","CFTR"
"7634","Enterocyte colon signature (Wang 2020)","YWHAZ"
"7635","Enterocyte colon signature (Wang 2020)","TRABD2A"
"7636","Enterocyte colon signature (Wang 2020)","PLP2"
"7637","Enterocyte colon signature (Wang 2020)","PPIA"
"7638","Enterocyte colon signature (Wang 2020)","CLTC"
"7639","Enterocyte colon signature (Wang 2020)","AHCYL2"
"7640","Enterocyte colon signature (Wang 2020)","TSPAN6"
"7641","Enterocyte colon signature (Wang 2020)","SH3BGRL2"
"7642","Enterocyte colon signature (Wang 2020)","SLC4A4"
"7643","Enterocyte colon signature (Wang 2020)","LYPD8"
"7644","Enterocyte colon signature (Wang 2020)","AK1"
"7645","Enterocyte colon signature (Wang 2020)","ZBTB7A"
"7646","Enterocyte colon signature (Wang 2020)","DUT"
"7647","Enterocyte colon signature (Wang 2020)","HMGN3"
"7648","Enterocyte colon signature (Wang 2020)","PDIA4"
"7649","Enterocyte colon signature (Wang 2020)","HSP90AA1"
"7650","Enterocyte colon signature (Wang 2020)","GSKIP"
"7651","Enterocyte colon signature (Wang 2020)","TMEM123"
"7652","Enterocyte colon signature (Wang 2020)","B4GALNT2"
"7653","Enterocyte colon signature (Wang 2020)","ACTR3"
"7654","Enterocyte colon signature (Wang 2020)","EBPL"
"7655","Enterocyte colon signature (Wang 2020)","NME1"
"7656","Enterocyte colon signature (Wang 2020)","CAP1"
"7657","Enterocyte colon signature (Wang 2020)","GGH"
"7658","Enterocyte colon signature (Wang 2020)","DHCR24"
"7659","Enterocyte colon signature (Wang 2020)","CMTM6"
"7660","Enterocyte colon signature (Wang 2020)","PLCE1"
"7661","Enterocyte colon signature (Wang 2020)","RPS8"
"7662","Enterocyte colon signature (Wang 2020)","HSD11B2"
"7663","Enterocyte colon signature (Wang 2020)","RAB25"
"7664","Enterocyte colon signature (Wang 2020)","NDUFV1"
"7665","Enterocyte colon signature (Wang 2020)","EI24"
"7666","Enterocyte colon signature (Wang 2020)","TMED9"
"7667","Enterocyte colon signature (Wang 2020)","TTLL12"
"7668","Enterocyte colon signature (Wang 2020)","C9orf152"
"7669","Enterocyte colon signature (Wang 2020)","PCSK7"
"7670","Enterocyte colon signature (Wang 2020)","YWHAB"
"7671","Enterocyte colon signature (Wang 2020)","QSOX1"
"7672","Enterocyte colon signature (Wang 2020)","HNRNPAB"
"7673","Enterocyte colon signature (Wang 2020)","ATP5F1"
"7674","Enterocyte colon signature (Wang 2020)","PKIG"
"7675","Enterocyte colon signature (Wang 2020)","MAP2K6"
"7676","Enterocyte colon signature (Wang 2020)","PI3"
"7677","Enterocyte colon signature (Wang 2020)","CAPN8"
"7678","Enterocyte colon signature (Wang 2020)","NUCKS1"
"7679","Enterocyte colon signature (Wang 2020)","LMNA"
"7680","Enterocyte colon signature (Wang 2020)","NGFRAP1"
"7681","Enterocyte colon signature (Wang 2020)","RAB32"
"7682","Enterocyte colon signature (Wang 2020)","KMT2E"
"7683","Enterocyte colon signature (Wang 2020)","DUSP6"
"7684","Enterocyte colon signature (Wang 2020)","PNKD"
"7685","Enterocyte colon signature (Wang 2020)","GPT"
"7686","Enterocyte colon signature (Wang 2020)","GNE"
"7687","Enterocyte colon signature (Wang 2020)","RPS3"
"7688","Enterocyte colon signature (Wang 2020)","RPL23"
"7689","Enterocyte colon signature (Wang 2020)","LDHD"
"7690","Enterocyte colon signature (Wang 2020)","NOX1"
"7691","Enterocyte colon signature (Wang 2020)","TST"
"7692","Enterocyte colon signature (Wang 2020)","UQCRH"
"7693","Enterocyte colon signature (Wang 2020)","CDX1"
"7694","Enterocyte colon signature (Wang 2020)","CDX2"
"7695","Enterocyte colon signature (Wang 2020)","GPA33"
"7696","Enterocyte colon signature (Wang 2020)","AXDND1"
"7697","Enterocyte colon signature (Wang 2020)","TMED3"
"7698","Enterocyte colon signature (Wang 2020)","RPL35"
"7699","Enterocyte colon signature (Wang 2020)","CDC42EP5"
"7700","Enterocyte colon signature (Wang 2020)","EIF5A"
"7701","Enterocyte colon signature (Wang 2020)","MECOM"
"7702","Enterocyte colon signature (Wang 2020)","USP53"
"7703","Enterocyte colon signature (Wang 2020)","HEBP2"
"7704","Enterocyte colon signature (Wang 2020)","SOX4"
"7705","Enterocyte colon signature (Wang 2020)","B4GALT1"
"7706","Enterocyte colon signature (Wang 2020)","RAC1"
"7707","Enterocyte colon signature (Wang 2020)","UPP1"
"7708","Enterocyte colon signature (Wang 2020)","NCOA7"
"7709","Enterocyte colon signature (Wang 2020)","CDH17"
"7710","Enterocyte colon signature (Wang 2020)","SPTBN1"
"7711","Enterocyte colon signature (Wang 2020)","RPL10A"
"7712","Enterocyte colon signature (Wang 2020)","RPS21"
"7713","Enterocyte colon signature (Wang 2020)","H2AFZ"
"7714","Enterocyte colon signature (Wang 2020)","RPS12"
"7715","Enterocyte colon signature (Wang 2020)","RAB11A"
"7716","Enterocyte colon signature (Wang 2020)","PDZK1IP1"
"7717","Enterocyte colon signature (Wang 2020)","SLC12A2"
"7718","Enterocyte colon signature (Wang 2020)","HMGN2"
"7719","Enterocyte colon signature (Wang 2020)","SET"
"7720","Enterocyte colon signature (Wang 2020)","SNRPF"
"7721","Enterocyte colon signature (Wang 2020)","ODC1"
"7722","Enterocyte colon signature (Wang 2020)","CAPN2"
"7723","Enterocyte colon signature (Wang 2020)","TSC22D1"
"7724","Enterocyte colon signature (Wang 2020)","S100A10"
"7725","Enterocyte colon signature (Wang 2020)","HRCT1"
"7726","Enterocyte colon signature (Wang 2020)","MIR4435-2HG"
"7727","Enterocyte colon signature (Wang 2020)","RPLP0"
"7728","Enterocyte colon signature (Wang 2020)","RPL27"
"7729","Enterocyte colon signature (Wang 2020)","LEFTY1"
"7730","Enterocyte colon signature (Wang 2020)","TMPRSS2"
"7731","Enterocyte colon signature (Wang 2020)","RPS29"
"7732","Enterocyte colon signature (Wang 2020)","FLNB"
"7733","Enterocyte colon signature (Wang 2020)","DSC2"
"7734","Enterocyte colon signature (Wang 2020)","DUOX2"
"7735","Enterocyte colon signature (Wang 2020)","DDX60"
"7736","Enterocyte colon signature (Wang 2020)","FBL"
"7737","Enterocyte colon signature (Wang 2020)","TMBIM4"
"7738","Enterocyte colon signature (Wang 2020)","C20orf24"
"7739","Enterocyte colon signature (Wang 2020)","RHOB"
"7740","Enterocyte colon signature (Wang 2020)","RPL32"
"7741","Enterocyte colon signature (Wang 2020)","RPL13A"
"7742","Enterocyte colon signature (Wang 2020)","ANXA2"
"7743","Enterocyte colon signature (Wang 2020)","AQP8"
"7744","Enterocyte colon signature (Wang 2020)","CXCL3"
"7745","Enterocyte colon signature (Wang 2020)","SFN"
"7746","Enterocyte colon signature (Wang 2020)","RPS16"
"7747","Enterocyte colon signature (Wang 2020)","CLCA4"
"7748","Enterocyte colon signature (Wang 2020)","H3F3B"
"7749","Enterocyte colon signature (Wang 2020)","RPL6"
"7750","Enterocyte colon signature (Wang 2020)","SLC20A1"
"7751","Enterocyte colon signature (Wang 2020)","OAS1"
"7752","Enterocyte colon signature (Wang 2020)","C8orf4"
"7753","Enterocyte colon signature (Wang 2020)","SNHG25"
"7754","Enterocyte colon signature (Wang 2020)","TUBA1B"
"7755","Enterocyte colon signature (Wang 2020)","EGR1"
"7756","Enterocyte colon signature (Wang 2020)","RFK"
"7757","Enterocyte colon signature (Wang 2020)","RPS9"
"7758","Enterocyte colon signature (Wang 2020)","RPL22"
"7759","Enterocyte colon signature (Wang 2020)","MX1"
"7760","Enterocyte colon signature (Wang 2020)","OLFM4"
"7761","Enterocyte colon signature (Wang 2020)","RPL15"
"7762","Enterocyte colon signature (Wang 2020)","RPS7"
"7763","Enterocyte colon signature (Wang 2020)","RPL36"
"7764","Enterocyte colon signature (Wang 2020)","SLC26A3"
"7765","Enterocyte colon signature (Wang 2020)","RPL13"
"7766","Enterocyte colon signature (Wang 2020)","CA7"
"7767","Enterocyte colon signature (Wang 2020)","RPS24"
"7768","Enterocyte colon signature (Wang 2020)","RPL31"
"7769","Enterocyte colon signature (Wang 2020)","RPS4X"
"7770","Enterocyte colon signature (Wang 2020)","RPS19"
"7771","Enterocyte colon signature (Wang 2020)","RPL36A"
"7772","Enterocyte colon signature (Wang 2020)","ARL14"
"7773","Enterocyte colon signature (Wang 2020)","RPS5"
"7774","Enterocyte colon signature (Wang 2020)","RPL39"
"7775","Enterocyte colon signature (Wang 2020)","ISG15"
"7776","Enterocyte colon signature (Wang 2020)","RPS17"
"7777","Enterocyte colon signature (Wang 2020)","FABP1"
"7778","Enterocyte colon signature (Wang 2020)","ISG20"
"7779","Enterocyte colon signature (Wang 2020)","IFI27"
"7780","Colon signature (Wang 2020)","CDHR5"
"7781","Colon signature (Wang 2020)","PHGR1"
"7782","Colon signature (Wang 2020)","IL32"
"7783","Colon signature (Wang 2020)","SEPP1"
"7784","Colon signature (Wang 2020)","ANPEP"
"7785","Colon signature (Wang 2020)","GUCA2A"
"7786","Colon signature (Wang 2020)","CTSD"
"7787","Colon signature (Wang 2020)","AMN"
"7788","Colon signature (Wang 2020)","PRAP1"
"7789","Colon signature (Wang 2020)","MISP"
"7790","Colon signature (Wang 2020)","FABP1"
"7791","Colon signature (Wang 2020)","ADIRF"
"7792","Colon signature (Wang 2020)","AGPAT2"
"7793","Colon signature (Wang 2020)","CES2"
"7794","Colon signature (Wang 2020)","MT-CO1"
"7795","Colon signature (Wang 2020)","PCK1"
"7796","Colon signature (Wang 2020)","KRT19"
"7797","Colon signature (Wang 2020)","FTH1"
"7798","Colon signature (Wang 2020)","AOC1"
"7799","Colon signature (Wang 2020)","MALL"
"7800","Colon signature (Wang 2020)","SLC51B"
"7801","Colon signature (Wang 2020)","HLA-A"
"7802","Colon signature (Wang 2020)","FABP2"
"7803","Colon signature (Wang 2020)","FLJ22763"
"7804","Colon signature (Wang 2020)","MEP1A"
"7805","Colon signature (Wang 2020)","CYP3A5"
"7806","Colon signature (Wang 2020)","CST3"
"7807","Colon signature (Wang 2020)","ALDOB"
"7808","Colon signature (Wang 2020)","PRR13"
"7809","Colon signature (Wang 2020)","SMIM24"
"7810","Colon signature (Wang 2020)","DPEP1"
"7811","Colon signature (Wang 2020)","SULT1A1"
"7812","Colon signature (Wang 2020)","LINC01133"
"7813","Colon signature (Wang 2020)","MALAT1"
"7814","Colon signature (Wang 2020)","NEAT1"
"7815","Colon signature (Wang 2020)","ATP1A1"
"7816","Colon signature (Wang 2020)","SGK1"
"7817","Colon signature (Wang 2020)","HLA-DRB1"
"7818","Colon signature (Wang 2020)","HLA-DRA"
"7819","Colon signature (Wang 2020)","RBP2"
"7820","Colon signature (Wang 2020)","CDKN2B-AS1"
"7821","Colon signature (Wang 2020)","ACE"
"7822","Colon signature (Wang 2020)","TMIGD1"
"7823","Colon signature (Wang 2020)","PRSS3"
"7824","Colon signature (Wang 2020)","GUCA2B"
"7825","Colon signature (Wang 2020)","APOB"
"7826","Colon signature (Wang 2020)","B2M"
"7827","Colon signature (Wang 2020)","APOC3"
"7828","Colon signature (Wang 2020)","KHK"
"7829","Colon signature (Wang 2020)","APOA1"
"7830","Colon signature (Wang 2020)","RHOC"
"7831","Colon signature (Wang 2020)","FABP6"
"7832","Colon signature (Wang 2020)","CYP3A4"
"7833","Colon signature (Wang 2020)","CRIP1"
"7834","Colon signature (Wang 2020)","SLC6A19"
"7835","Colon signature (Wang 2020)","CDHR2"
"7836","Colon signature (Wang 2020)","SULT1A2"
"7837","Colon signature (Wang 2020)","TMEM37"
"7838","Colon signature (Wang 2020)","EDF1"
"7839","Colon signature (Wang 2020)","GLRX"
"7840","Colon signature (Wang 2020)","SERPINA1"
"7841","Colon signature (Wang 2020)","CD74"
"7842","Colon signature (Wang 2020)","APOA4"
"7843","Colon signature (Wang 2020)","MT-ND5"
"7844","Colon signature (Wang 2020)","MYO1A"
"7845","Colon signature (Wang 2020)","SLC7A9"
"7846","Colon signature (Wang 2020)","NAALADL1"
"7847","Colon signature (Wang 2020)","ESPN"
"7848","Colon signature (Wang 2020)","FTL"
"7849","Colon signature (Wang 2020)","KRT20"
"7850","Colon signature (Wang 2020)","VAMP8"
"7851","Colon signature (Wang 2020)","DGAT1"
"7852","Colon signature (Wang 2020)","TCN2"
"7853","Colon signature (Wang 2020)","SLC22A18"
"7854","Colon signature (Wang 2020)","REEP6"
"7855","Colon signature (Wang 2020)","C11orf86"
"7856","Colon signature (Wang 2020)","SLC5A1"
"7857","Colon signature (Wang 2020)","C2orf88"
"7858","Colon signature (Wang 2020)","SAT2"
"7859","Colon signature (Wang 2020)","CYBRD1"
"7860","Colon signature (Wang 2020)","SLC9A3R1"
"7861","Colon signature (Wang 2020)","DNASE1"
"7862","Colon signature (Wang 2020)","TM4SF20"
"7863","Colon signature (Wang 2020)","GPX4"
"7864","Colon signature (Wang 2020)","LGALS2"
"7865","Colon signature (Wang 2020)","MS4A8"
"7866","Colon signature (Wang 2020)","FUOM"
"7867","Colon signature (Wang 2020)","RARRES3"
"7868","Colon signature (Wang 2020)","ARL4A"
"7869","Colon signature (Wang 2020)","LDHA"
"7870","Colon signature (Wang 2020)","DEFA5"
"7871","Colon signature (Wang 2020)","TMBIM6"
"7872","Colon signature (Wang 2020)","XPNPEP2"
"7873","Colon signature (Wang 2020)","ABHD11-AS1"
"7874","Colon signature (Wang 2020)","HLA-C"
"7875","Colon signature (Wang 2020)","GSTA1"
"7876","Colon signature (Wang 2020)","PCK2"
"7877","Colon signature (Wang 2020)","ASS1"
"7878","Colon signature (Wang 2020)","EZR"
"7879","Colon signature (Wang 2020)","PTGR1"
"7880","Colon signature (Wang 2020)","CBR1"
"7881","Colon signature (Wang 2020)","C19orf33"
"7882","Colon signature (Wang 2020)","BLOC1S1"
"7883","Colon signature (Wang 2020)","BIRC3"
"7884","Colon signature (Wang 2020)","ENPEP"
"7885","Colon signature (Wang 2020)","TMEM220"
"7886","Colon signature (Wang 2020)","TMEM176A"
"7887","Colon signature (Wang 2020)","IFI27"
"7888","Colon signature (Wang 2020)","MGAM"
"7889","Colon signature (Wang 2020)","CYB5A"
"7890","Colon signature (Wang 2020)","SLC26A3"
"7891","Colon signature (Wang 2020)","SLC15A1"
"7892","Colon signature (Wang 2020)","MTTP"
"7893","Colon signature (Wang 2020)","PMP22"
"7894","Colon signature (Wang 2020)","CNDP2"
"7895","Colon signature (Wang 2020)","PEPD"
"7896","Colon signature (Wang 2020)","REG1B"
"7897","Colon signature (Wang 2020)","HEBP1"
"7898","Colon signature (Wang 2020)","CREB3L3"
"7899","Colon signature (Wang 2020)","HPGD"
"7900","Colon signature (Wang 2020)","AKR7A3"
"7901","Colon signature (Wang 2020)","FAM3B"
"7902","Colon signature (Wang 2020)","SLC39A5"
"7903","Colon signature (Wang 2020)","CFDP1"
"7904","Colon signature (Wang 2020)","FBP1"
"7905","Colon signature (Wang 2020)","SDCBP2"
"7906","Colon signature (Wang 2020)","ATOX1"
"7907","Colon signature (Wang 2020)","ACAA1"
"7908","Colon signature (Wang 2020)","HLA-DRB5"
"7909","Colon signature (Wang 2020)","ISG15"
"7910","Colon signature (Wang 2020)","DHRS7"
"7911","Colon signature (Wang 2020)","UBC"
"7912","Colon signature (Wang 2020)","AADAC"
"7913","Colon signature (Wang 2020)","MYL12B"
"7914","Colon signature (Wang 2020)","OAT"
"7915","Colon signature (Wang 2020)","GDA"
"7916","Colon signature (Wang 2020)","SEMA3B"
"7917","Colon signature (Wang 2020)","MPST"
