"","term","gene"
"14880","AbSC_Pos_Bala_2023","TUBA1B"
"14881","AbSC_Pos_Bala_2023","SSSCA1"
"14882","AbSC_Pos_Bala_2023","RPS23"
"14883","AbSC_Pos_Bala_2023","TRA2A"
"14884","AbSC_Pos_Bala_2023","FDFT1"
"14885","AbSC_Pos_Bala_2023","ID1"
"14886","AbSC_Pos_Bala_2023","H2-AA"
"14887","AbSC_Pos_Bala_2023","RPL27"
"14888","AbSC_Pos_Bala_2023","PTOV1"
"14889","AbSC_Pos_Bala_2023","GRN"
"14890","AbSC_Pos_Bala_2023","FBL"
"14891","AbSC_Pos_Bala_2023","UBE2L6"
"14892","AbSC_Pos_Bala_2023","MYL12B"
"14893","AbSC_Pos_Bala_2023","SERBP1"
"14894","AbSC_Pos_Bala_2023","APLP2"
"14895","AbSC_Pos_Bala_2023","MYBBP1A"
"14896","AbSC_Pos_Bala_2023","PSMC4"
"14897","AbSC_Pos_Bala_2023","QTRT1"
"14898","AbSC_Pos_Bala_2023","MED21"
"14899","AbSC_Pos_Bala_2023","MAP1LC3B"
"14900","AbSC_Pos_Bala_2023","PROM1"
"14901","AbSC_Pos_Bala_2023","LMO7"
"14902","AbSC_Pos_Bala_2023","TPI1"
"14903","AbSC_Pos_Bala_2023","RPL26"
"14904","AbSC_Pos_Bala_2023","SRSF11"
"14905","AbSC_Pos_Bala_2023","RPL19"
"14906","AbSC_Pos_Bala_2023","NME4"
"14907","AbSC_Pos_Bala_2023","ERH"
"14908","AbSC_Pos_Bala_2023","RBM25"
"14909","AbSC_Pos_Bala_2023","NPC2"
"14910","AbSC_Pos_Bala_2023","CHIC2"
"14911","AbSC_Pos_Bala_2023","ITGA6"
"14912","AbSC_Pos_Bala_2023","RPS14"
"14913","AbSC_Pos_Bala_2023","RPS19"
"14914","AbSC_Pos_Bala_2023","LGALS9"
"14915","AbSC_Pos_Bala_2023","TAGLN2"
"14916","AbSC_Pos_Bala_2023","CCT7"
"14917","AbSC_Pos_Bala_2023","PPP1R2"
"14918","AbSC_Pos_Bala_2023","RPL14"
"14919","AbSC_Pos_Bala_2023","RALY"
"14920","AbSC_Pos_Bala_2023","TPM3"
"14921","AbSC_Pos_Bala_2023","CTSD"
"14922","AbSC_Pos_Bala_2023","BTF3"
"14923","AbSC_Pos_Bala_2023","ARPP19"
"14924","AbSC_Pos_Bala_2023","CDCA7"
"14925","AbSC_Pos_Bala_2023","BOLA2"
"14926","AbSC_Pos_Bala_2023","NOLC1"
"14927","AbSC_Pos_Bala_2023","PSMA2"
"14928","AbSC_Pos_Bala_2023","ACER2"
"14929","AbSC_Pos_Bala_2023","SRSF7"
"14930","AbSC_Pos_Bala_2023","BNIP3L"
"14931","AbSC_Pos_Bala_2023","TCOF1"
"14932","AbSC_Pos_Bala_2023","SF3B3"
"14933","AbSC_Pos_Bala_2023","EIF3D"
"14934","AbSC_Pos_Bala_2023","ILF2"
"14935","AbSC_Pos_Bala_2023","BCLAF1"
"14936","AbSC_Pos_Bala_2023","SNU13"
"14937","AbSC_Pos_Bala_2023","EBNA1BP2"
"14938","AbSC_Pos_Bala_2023","SNRPD1"
"14939","AbSC_Pos_Bala_2023","SNRNP70"
"14940","AbSC_Pos_Bala_2023","RANBP1"
"14941","AbSC_Pos_Bala_2023","IFT43"
"14942","AbSC_Pos_Bala_2023","RPS18"
"14943","AbSC_Pos_Bala_2023","ASS1"
"14944","AbSC_Pos_Bala_2023","SIVA1"
"14945","AbSC_Pos_Bala_2023","RPLP0"
"14946","AbSC_Pos_Bala_2023","LSR"
"14947","AbSC_Pos_Bala_2023","RPL13A"
"14948","AbSC_Pos_Bala_2023","RPL12"
"14949","AbSC_Pos_Bala_2023","TPM1"
"14950","AbSC_Pos_Bala_2023","VCP"
"14951","AbSC_Pos_Bala_2023","PABPC1"
"14952","AbSC_Pos_Bala_2023","CNBP"
"14953","AbSC_Pos_Bala_2023","MAK16"
"14954","AbSC_Pos_Bala_2023","PSMB4"
"14955","AbSC_Pos_Bala_2023","SRSF10"
"14956","AbSC_Pos_Bala_2023","SUMO2"
"14957","AbSC_Pos_Bala_2023","EZH2"
"14958","AbSC_Pos_Bala_2023","EPCAM"
"14959","AbSC_Pos_Bala_2023","PPP1R14B"
"14960","AbSC_Pos_Bala_2023","GAR1"
"14961","AbSC_Pos_Bala_2023","G3BP2"
"14962","AbSC_Pos_Bala_2023","FASN"
"14963","AbSC_Pos_Bala_2023","PSIP1"
"14964","AbSC_Pos_Bala_2023","PDAP1"
"14965","AbSC_Pos_Bala_2023","RPL4"
"14966","AbSC_Pos_Bala_2023","RPS20"
"14967","AbSC_Pos_Bala_2023","RPL34"
"14968","AbSC_Pos_Bala_2023","CLIC4"
"14969","AbSC_Pos_Bala_2023","LAPTM4A"
"14970","AbSC_Pos_Bala_2023","RPL10A"
"14971","AbSC_Pos_Bala_2023","DDX21"
"14972","AbSC_Pos_Bala_2023","EXOSC4"
"14973","AbSC_Pos_Bala_2023","RPL18A"
"14974","AbSC_Pos_Bala_2023","RPL7"
"14975","AbSC_Pos_Bala_2023","RPS5"
"14976","AbSC_Pos_Bala_2023","SSRP1"
"14977","AbSC_Pos_Bala_2023","TST"
"14978","AbSC_Pos_Bala_2023","ZFP36L1"
"14979","AbSC_Pos_Bala_2023","MBNL1"
"14980","AbSC_Pos_Bala_2023","MAP1LC3A"
"14981","AbSC_Pos_Bala_2023","CCT2"
"14982","AbSC_Pos_Bala_2023","NMI"
"14983","AbSC_Pos_Bala_2023","RPL27A"
"14984","AbSC_Pos_Bala_2023","MRTO4"
"14985","AbSC_Pos_Bala_2023","PFDN2"
"14986","AbSC_Pos_Bala_2023","EIF2AK2"
"14987","AbSC_Pos_Bala_2023","CUEDC2"
"14988","AbSC_Pos_Bala_2023","PSMB9"
"14989","AbSC_Pos_Bala_2023","MTDH"
"14990","AbSC_Pos_Bala_2023","NOP58"
"14991","AbSC_Pos_Bala_2023","LYSMD2"
"14992","AbSC_Pos_Bala_2023","RPS17"
"14993","AbSC_Pos_Bala_2023","TNFAIP8L1"
"14994","AbSC_Pos_Bala_2023","TUBA1C"
"14995","AbSC_Pos_Bala_2023","SMARCE1"
"14996","AbSC_Pos_Bala_2023","SLC38A2"
"14997","AbSC_Pos_Bala_2023","EIF4EBP1"
"14998","AbSC_Pos_Bala_2023","VGLL4"
"14999","AbSC_Pos_Bala_2023","EEF2"
"15000","AbSC_Pos_Bala_2023","RPS9"
"15001","AbSC_Pos_Bala_2023","H2AFJ"
"15002","AbSC_Pos_Bala_2023","ZFP593"
"15003","AbSC_Pos_Bala_2023","ARL6IP4"
"15004","AbSC_Pos_Bala_2023","EEF1E1"
"15005","AbSC_Pos_Bala_2023","HNRNPU"
"15006","AbSC_Pos_Bala_2023","PSMC3"
"15007","AbSC_Pos_Bala_2023","ATRX"
"15008","AbSC_Pos_Bala_2023","SRRM1"
"15009","AbSC_Pos_Bala_2023","RPS25"
"15010","AbSC_Pos_Bala_2023","MED10"
"15011","AbSC_Pos_Bala_2023","TOMM20"
"15012","AbSC_Pos_Bala_2023","RPLP2"
"15013","AbSC_Pos_Bala_2023","GRCC10"
"15014","AbSC_Pos_Bala_2023","ZNHIT1"
"15015","AbSC_Pos_Bala_2023","AKR1B3"
"15016","AbSC_Pos_Bala_2023","RPL3"
"15017","AbSC_Pos_Bala_2023","F11R"
"15018","AbSC_Pos_Bala_2023","RPS12"
"15019","AbSC_Pos_Bala_2023","MCRIP1"
"15020","AbSC_Pos_Bala_2023","UBA52"
"15021","AbSC_Pos_Bala_2023","PAICS"
"15022","AbSC_Pos_Bala_2023","RPL24"
"15023","AbSC_Pos_Bala_2023","SNRPF"
"15024","AbSC_Pos_Bala_2023","MAT2A"
"15025","AbSC_Pos_Bala_2023","SMARCA5"
"15026","AbSC_Pos_Bala_2023","FCF1"
"15027","AbSC_Pos_Bala_2023","ECHDC2"
"15028","AbSC_Pos_Bala_2023","AKAP13"
"15029","AbSC_Pos_Bala_2023","GCH1"
"15030","AbSC_Pos_Bala_2023","HIF1A"
"15031","AbSC_Pos_Bala_2023","LARS"
"15032","AbSC_Pos_Bala_2023","STARD10"
"15033","AbSC_Pos_Bala_2023","ANP32B"
"15034","AbSC_Pos_Bala_2023","SSB"
"15035","AbSC_Pos_Bala_2023","HDDC2"
"15036","AbSC_Pos_Bala_2023","DDX39"
"15037","AbSC_Pos_Bala_2023","PLSCR1"
"15038","AbSC_Pos_Bala_2023","ADRM1"
"15039","AbSC_Pos_Bala_2023","SAP30"
"15040","AbSC_Pos_Bala_2023","RABAC1"
"15041","AbSC_Pos_Bala_2023","TPD52L2"
"15042","AbSC_Pos_Bala_2023","TPM4"
"15043","AbSC_Pos_Bala_2023","HPRT"
"15044","AbSC_Pos_Bala_2023","GADD45G"
"15045","AbSC_Pos_Bala_2023","FDPS"
"15046","AbSC_Pos_Bala_2023","NEMF"
"15047","AbSC_Pos_Bala_2023","TCP1"
"15048","AbSC_Pos_Bala_2023","RPLP1"
"15049","AbSC_Pos_Bala_2023","APEX1"
"15050","AbSC_Pos_Bala_2023","RPS13"
"15051","AbSC_Pos_Bala_2023","BAX"
"15052","AbSC_Pos_Bala_2023","CHD9"
"15053","AbSC_Pos_Bala_2023","RPS28"
"15054","AbSC_Pos_Bala_2023","USP22"
"15055","AbSC_Pos_Bala_2023","TRIB1"
"15056","AbSC_Pos_Bala_2023","TPR"
"15057","AbSC_Pos_Bala_2023","CNN3"
"15058","AbSC_Pos_Bala_2023","SARS"
"15059","AbSC_Pos_Bala_2023","RPS6"
"15060","AbSC_Pos_Bala_2023","RABGGTB"
"15061","AbSC_Pos_Bala_2023","GTPBP4"
"15062","AbSC_Pos_Bala_2023","FKBP3"
"15063","AbSC_Pos_Bala_2023","LGALS3BP"
"15064","AbSC_Pos_Bala_2023","SNRPD2"
"15065","AbSC_Pos_Bala_2023","SCAF11"
"15066","AbSC_Pos_Bala_2023","SERTAD1"
"15067","AbSC_Pos_Bala_2023","PSMC6"
"15068","AbSC_Pos_Bala_2023","PARK7"
"15069","AbSC_Pos_Bala_2023","DCTN3"
"15070","AbSC_Pos_Bala_2023","PGLS"
"15071","AbSC_Pos_Bala_2023","ATOX1"
"15072","AbSC_Pos_Bala_2023","RBX1"
"15073","AbSC_Pos_Bala_2023","SF3B2"
"15074","AbSC_Pos_Bala_2023","POMP"
"15075","AbSC_Pos_Bala_2023","CAPNS1"
"15076","AbSC_Pos_Bala_2023","NSMCE1"
"15077","AbSC_Pos_Bala_2023","RAN"
"15078","AbSC_Pos_Bala_2023","DCUN1D5"
"15079","AbSC_Pos_Bala_2023","SNRPG"
"15080","AbSC_Pos_Bala_2023","LYAR"
"15081","AbSC_Pos_Bala_2023","NUBP1"
"15082","AbSC_Pos_Bala_2023","BOLA1"
"15083","AbSC_Pos_Bala_2023","OTUB1"
"15084","AbSC_Pos_Bala_2023","1810058I24RIK"
"15085","AbSC_Pos_Bala_2023","PRR15"
"15086","AbSC_Pos_Bala_2023","FAM60A"
"15087","AbSC_Pos_Bala_2023","TRP53"
"15088","AbSC_Pos_Bala_2023","PSMB6"
"15089","AbSC_Pos_Bala_2023","RALBP1"
"15090","AbSC_Pos_Bala_2023","CSNK1A1"
"15091","AbSC_Pos_Bala_2023","RPL37A"
"15092","AbSC_Pos_Bala_2023","RPL17"
"15093","AbSC_Pos_Bala_2023","SDHAF1"
"15094","AbSC_Pos_Bala_2023","CRB3"
"15095","AbSC_Pos_Bala_2023","EWSR1"
"15096","AbSC_Pos_Bala_2023","NONO"
"15097","AbSC_Pos_Bala_2023","PSMC2"
"15098","AbSC_Pos_Bala_2023","PKM"
"15099","AbSC_Pos_Bala_2023","RPL5"
"15100","AbSC_Pos_Bala_2023","PSMG4"
"15101","AbSC_Pos_Bala_2023","POLR2G"
"15102","AbSC_Pos_Bala_2023","RTF1"
"15103","AbSC_Pos_Bala_2023","EIF1AX"
"15104","AbSC_Pos_Bala_2023","UTP3"
"15105","AbSC_Pos_Bala_2023","RBM39"
"15106","AbSC_Pos_Bala_2023","SLTM"
"15107","AbSC_Pos_Bala_2023","EIF4G2"
"15108","AbSC_Pos_Bala_2023","RPL32"
"15109","AbSC_Pos_Bala_2023","SRM"
"15110","AbSC_Pos_Bala_2023","NRAS"
"15111","AbSC_Pos_Bala_2023","ESF1"
"15112","AbSC_Pos_Bala_2023","CDC37"
"15113","AbSC_Pos_Bala_2023","PSMB3"
"15114","AbSC_Pos_Bala_2023","PUF60"
"15115","AbSC_Pos_Bala_2023","PPAN"
"15116","AbSC_Pos_Bala_2023","ZFAND5"
"15117","AbSC_Pos_Bala_2023","MRPL17"
"15118","AbSC_Pos_Bala_2023","FAM46A"
"15119","AbSC_Pos_Bala_2023","PAK2"
"15120","AbSC_Pos_Bala_2023","EIF3A"
"15121","AbSC_Pos_Bala_2023","GNAI2"
"15122","AbSC_Pos_Bala_2023","TIA1"
"15123","AbSC_Pos_Bala_2023","FKBP1A"
"15124","AbSC_Pos_Bala_2023","YWHAE"
"15125","AbSC_Pos_Bala_2023","RPL37"
"15126","AbSC_Pos_Bala_2023","TXNDC9"
"15127","AbSC_Pos_Bala_2023","UFC1"
"15128","AbSC_Pos_Bala_2023","MPHOSPH10"
"15129","AbSC_Pos_Bala_2023","RPL35"
"15130","AbSC_Pos_Bala_2023","PAFAH1B3"
"15131","AbSC_Pos_Bala_2023","HMGA1"
"15132","AbSC_Pos_Bala_2023","LMNA"
"15133","AbSC_Pos_Bala_2023","PAK1"
"15134","AbSC_Pos_Bala_2023","PA2G4"
"15135","AbSC_Pos_Bala_2023","TRAPPC6A"
"15136","AbSC_Pos_Bala_2023","H3F3A"
"15137","AbSC_Pos_Bala_2023","KIF5B"
"15138","AbSC_Pos_Bala_2023","RPL13"
"15139","AbSC_Pos_Bala_2023","HMGB1"
"15140","AbSC_Pos_Bala_2023","CCT3"
"15141","AbSC_Pos_Bala_2023","NOL12"
"15142","AbSC_Pos_Bala_2023","IFI35"
"15143","AbSC_Pos_Bala_2023","EIF3G"
"15144","AbSC_Pos_Bala_2023","RUVBL1"
"15145","AbSC_Pos_Bala_2023","U2AF1"
"15146","AbSC_Pos_Bala_2023","SLC25A17"
"15147","AbSC_Pos_Bala_2023","SQSTM1"
"15148","AbSC_Pos_Bala_2023","RBBP4"
"15149","AbSC_Pos_Bala_2023","MVB12A"
"15150","AbSC_Pos_Bala_2023","EIF2S1"
"15151","AbSC_Pos_Bala_2023","UBE2E1"
"15152","AbSC_Pos_Bala_2023","PSMA1"
"15153","AbSC_Pos_Bala_2023","SIGMAR1"
"15154","AbSC_Pos_Bala_2023","PRRC2C"
"15155","AbSC_Pos_Bala_2023","IFRD1"
"15156","AbSC_Pos_Bala_2023","PLP2"
"15157","AbSC_Pos_Bala_2023","EIF3K"
"15158","AbSC_Pos_Bala_2023","PTRH2"
"15159","AbSC_Pos_Bala_2023","TMED5"
"15160","AbSC_Pos_Bala_2023","PFDN4"
"15161","AbSC_Pos_Bala_2023","EXOSC5"
"15162","AbSC_Pos_Bala_2023","PPIB"
"15163","AbSC_Pos_Bala_2023","CBX3"
"15164","AbSC_Pos_Bala_2023","CLDN2"
"15165","AbSC_Pos_Bala_2023","TTC3"
"15166","AbSC_Pos_Bala_2023","UBXN1"
"15167","AbSC_Pos_Bala_2023","SPAG7"
"15168","AbSC_Pos_Bala_2023","WARS"
"15169","AbSC_Pos_Bala_2023","RPL23A"
"15170","AbSC_Pos_Bala_2023","DNAJC8"
"15171","AbSC_Pos_Bala_2023","BRIX1"
"15172","AbSC_Pos_Bala_2023","STRAP"
"15173","AbSC_Pos_Bala_2023","DDX18"
"15174","AbSC_Pos_Bala_2023","TRIM28"
"15175","AbSC_Pos_Bala_2023","ACIN1"
"15176","AbSC_Pos_Bala_2023","DNAJB6"
"15177","AbSC_Pos_Bala_2023","BCL3"
"15178","AbSC_Pos_Bala_2023","PSMB7"
"15179","AbSC_Pos_Bala_2023","JUNB"
"15180","AbSC_Pos_Bala_2023","LAPTM4B"
"15181","AbSC_Pos_Bala_2023","PSMC5"
"15182","AbSC_Pos_Bala_2023","CCT8"
"15183","AbSC_Pos_Bala_2023","PICALM"
"15184","AbSC_Pos_Bala_2023","CD151"
"15185","AbSC_Pos_Bala_2023","DDX39B"
"15186","AbSC_Pos_Bala_2023","NIP7"
"15187","AbSC_Pos_Bala_2023","PTTG1"
"15188","AbSC_Pos_Bala_2023","RSRC2"
"15189","AbSC_Pos_Bala_2023","HMGB3"
"15190","AbSC_Pos_Bala_2023","COMT"
"15191","AbSC_Pos_Bala_2023","AIMP1"
"15192","AbSC_Pos_Bala_2023","NASP"
"15193","AbSC_Pos_Bala_2023","DHRS7"
"15194","AbSC_Pos_Bala_2023","MED28"
"15195","AbSC_Pos_Bala_2023","SNRPD3"
"15196","AbSC_Pos_Bala_2023","ACTB"
"15197","AbSC_Pos_Bala_2023","COPS5"
"15198","AbSC_Pos_Bala_2023","ASCC3"
"15199","AbSC_Pos_Bala_2023","LEPROTL1"
"15200","AbSC_Pos_Bala_2023","TUBA4A"
"15201","AbSC_Pos_Bala_2023","PSMB1"
"15202","AbSC_Pos_Bala_2023","SMARCB1"
"15203","AbSC_Pos_Bala_2023","H2-DMA"
"15204","AbSC_Pos_Bala_2023","ASCL2"
"15205","AbSC_Pos_Bala_2023","SPTSSA"
"15206","AbSC_Pos_Bala_2023","RNPS1"
"15207","AbSC_Pos_Bala_2023","CEBPZ"
"15208","AbSC_Pos_Bala_2023","PRPF40A"
"15209","AbSC_Pos_Bala_2023","DHX9"
"15210","AbSC_Pos_Bala_2023","ANXA7"
"15211","AbSC_Pos_Bala_2023","SNRPA"
"15212","AbSC_Pos_Bala_2023","EIF3M"
"15213","AbSC_Pos_Bala_2023","UBALD2"
"15214","AbSC_Pos_Bala_2023","NR2C2AP"
"15215","AbSC_Pos_Bala_2023","RPS8"
"15216","AbSC_Pos_Bala_2023","CCDC12"
"15217","AbSC_Pos_Bala_2023","PSMC1"
"15218","AbSC_Pos_Bala_2023","SRSF5"
"15219","AbSC_Pos_Bala_2023","RACK1"
"15220","AbSC_Pos_Bala_2023","SWI5"
"15221","AbSC_Pos_Bala_2023","EIF5"
"15222","AbSC_Pos_Bala_2023","TSG101"
"15223","AbSC_Pos_Bala_2023","STUB1"
"15224","AbSC_Pos_Bala_2023","RPL22"
"15225","AbSC_Pos_Bala_2023","SIN3B"
"15226","AbSC_Pos_Bala_2023","EEF1A1"
"15227","AbSC_Pos_Bala_2023","PHAX"
"15228","AbSC_Pos_Bala_2023","SERINC2"
"15229","AbSC_Pos_Bala_2023","UBAP2L"
"15230","AbSC_Pos_Bala_2023","SARNP"
"15231","AbSC_Pos_Bala_2023","VPS72"
"15232","AbSC_Pos_Bala_2023","NSA2"
"15233","AbSC_Pos_Bala_2023","MRPL33"
"15234","AbSC_Pos_Bala_2023","PSMD12"
"15235","AbSC_Pos_Bala_2023","TBCB"
"15236","AbSC_Pos_Bala_2023","RPS11"
"15237","AbSC_Pos_Bala_2023","BTF3L4"
"15238","AbSC_Pos_Bala_2023","EEF1G"
"15239","AbSC_Pos_Bala_2023","MOB4"
"15240","AbSC_Pos_Bala_2023","RAB11A"
"15241","AbSC_Pos_Bala_2023","SMN1"
"15242","AbSC_Pos_Bala_2023","HNRNPK"
"15243","AbSC_Pos_Bala_2023","PBDC1"
"15244","AbSC_Pos_Bala_2023","EIF4A3"
"15245","AbSC_Pos_Bala_2023","EIF3I"
"15246","AbSC_Pos_Bala_2023","UTP14A"
"15247","AbSC_Pos_Bala_2023","LITAF"
"15248","AbSC_Pos_Bala_2023","UBE2N"
"15249","AbSC_Pos_Bala_2023","PSMD14"
"15250","AbSC_Pos_Bala_2023","CTNNB1"
"15251","AbSC_Pos_Bala_2023","ANP32E"
"15252","AbSC_Pos_Bala_2023","ACTR10"
"15253","AbSC_Pos_Bala_2023","SRSF3"
"15254","AbSC_Pos_Bala_2023","UBE2B"
"15255","AbSC_Pos_Bala_2023","HMGCR"
"15256","AbSC_Pos_Bala_2023","SDF4"
"15257","AbSC_Pos_Bala_2023","CCDC59"
"15258","AbSC_Pos_Bala_2023","MRI1"
"15259","AbSC_Pos_Bala_2023","PDCD5"
"15260","AbSC_Pos_Bala_2023","WBP4"
"15261","AbSC_Pos_Bala_2023","NPDC1"
"15262","AbSC_Pos_Bala_2023","RRP1"
"15263","AbSC_Pos_Bala_2023","MAPRE1"
"15264","AbSC_Pos_Bala_2023","DHPS"
"15265","AbSC_Pos_Bala_2023","EIF6"
"15266","AbSC_Pos_Bala_2023","KRTCAP3"
"15267","AbSC_Pos_Bala_2023","TMED9"
"15268","AbSC_Pos_Bala_2023","PSMD13"
"15269","AbSC_Pos_Bala_2023","PCBP2"
"15270","AbSC_Pos_Bala_2023","ENO1"
"15271","AbSC_Pos_Bala_2023","DTYMK"
"15272","AbSC_Pos_Bala_2023","RPS21"
"15273","AbSC_Pos_Bala_2023","RNASEH2A"
"15274","AbSC_Pos_Bala_2023","TCEA1"
"15275","AbSC_Pos_Bala_2023","BAZ1A"
"15276","AbSC_Pos_Bala_2023","LUC7L3"
"15277","AbSC_Pos_Bala_2023","IMP3"
"15278","AbSC_Pos_Bala_2023","RPS27A"
"15279","AbSC_Pos_Bala_2023","SNRPC"
"15280","AbSC_Pos_Bala_2023","NAXD"
"15281","AbSC_Pos_Bala_2023","SYNCRIP"
"15282","AbSC_Pos_Bala_2023","TSN"
"15283","AbSC_Pos_Bala_2023","UBE2D2A"
"15284","AbSC_Pos_Bala_2023","MANBAL"
"15285","AbSC_Pos_Bala_2023","PSMA5"
"15286","AbSC_Pos_Bala_2023","PSMB10"
"15287","AbSC_Pos_Bala_2023","H2AFZ"
"15288","AbSC_Pos_Bala_2023","TMEM128"
"15289","AbSC_Pos_Bala_2023","KHDRBS1"
"15290","AbSC_Pos_Bala_2023","RALA"
"15291","AbSC_Pos_Bala_2023","ID2"
"15292","AbSC_Pos_Bala_2023","ARHGDIA"
"15293","AbSC_Pos_Bala_2023","RPS29"
"15294","AbSC_Pos_Bala_2023","GNAS"
"15295","AbSC_Pos_Bala_2023","RERE"
"15296","AbSC_Pos_Bala_2023","RPL15"
"15297","AbSC_Pos_Bala_2023","RPL29"
"15298","AbSC_Pos_Bala_2023","TOP1"
"15299","AbSC_Pos_Bala_2023","NAA20"
"15300","AbSC_Pos_Bala_2023","TAPBP"
"15301","AbSC_Pos_Bala_2023","PSMD1"
"15302","AbSC_Pos_Bala_2023","EIF2B2"
"15303","AbSC_Pos_Bala_2023","DDX5"
"15304","AbSC_Pos_Bala_2023","TRMT6"
"15305","AbSC_Pos_Bala_2023","CKS1B"
"15306","AbSC_Pos_Bala_2023","TRAPPC4"
"15307","AbSC_Pos_Bala_2023","UBE2L3"
"15308","AbSC_Pos_Bala_2023","ARID4B"
"15309","AbSC_Pos_Bala_2023","GLMP"
"15310","AbSC_Pos_Bala_2023","MRPL52"
"15311","AbSC_Pos_Bala_2023","PIN1"
"15312","AbSC_Pos_Bala_2023","HNRNPD"
"15313","AbSC_Pos_Bala_2023","RPL8"
"15314","AbSC_Pos_Bala_2023","LSM4"
"15315","AbSC_Pos_Bala_2023","EIF3E"
"15316","AbSC_Pos_Bala_2023","RBBP7"
"15317","AbSC_Pos_Bala_2023","CYTH2"
"15318","AbSC_Pos_Bala_2023","LAMTOR1"
"15319","AbSC_Pos_Bala_2023","ELOC"
"15320","AbSC_Pos_Bala_2023","POLE4"
"15321","AbSC_Pos_Bala_2023","EIF3F"
"15322","AbSC_Pos_Bala_2023","PPIA"
"15323","AbSC_Pos_Bala_2023","UCHL3"
"15324","AbSC_Pos_Bala_2023","ACTL6A"
"15325","AbSC_Pos_Bala_2023","HSPA8"
"15326","AbSC_Pos_Bala_2023","MRPL54"
"15327","AbSC_Pos_Bala_2023","HELLS"
"15328","AbSC_Pos_Bala_2023","TMEM234"
"15329","AbSC_Pos_Bala_2023","MORF4L1"
"15330","AbSC_Pos_Bala_2023","SH3BGRL2"
"15331","AbSC_Pos_Bala_2023","CD320"
"15332","AbSC_Pos_Bala_2023","IRF8"
"15333","AbSC_Pos_Bala_2023","NACA"
"15334","AbSC_Pos_Bala_2023","DENR"
"15335","AbSC_Pos_Bala_2023","SNRPB2"
"15336","AbSC_Pos_Bala_2023","RPS16"
"15337","AbSC_Pos_Bala_2023","NOP16"
"15338","AbSC_Pos_Bala_2023","GLRX3"
"15339","AbSC_Pos_Bala_2023","ALYREF"
"15340","AbSC_Pos_Bala_2023","ANAPC16"
"15341","AbSC_Pos_Bala_2023","BLOC1S2"
"15342","AbSC_Pos_Bala_2023","LYPLA2"
"15343","AbSC_Pos_Bala_2023","GM10076"
"15344","AbSC_Pos_Bala_2023","PSMD8"
"15345","AbSC_Pos_Bala_2023","H2-T23"
"15346","AbSC_Pos_Bala_2023","RPS26"
"15347","AbSC_Pos_Bala_2023","RPL36A"
"15348","AbSC_Pos_Bala_2023","LIPT2"
"15349","AbSC_Pos_Bala_2023","CIAPIN1"
"15350","AbSC_Pos_Bala_2023","SF3B4"
"15351","AbSC_Pos_Bala_2023","CDC42SE1"
"15352","AbSC_Pos_Bala_2023","KRAS"
"15353","AbSC_Pos_Bala_2023","RAC1"
"15354","AbSC_Pos_Bala_2023","TAF10"
"15355","AbSC_Pos_Bala_2023","CETN3"
"15356","AbSC_Pos_Bala_2023","ITGB1"
"15357","AbSC_Pos_Bala_2023","AKR1A1"
"15358","AbSC_Pos_Bala_2023","EIF1A"
"15359","AbSC_Pos_Bala_2023","FAM103A1"
"15360","AbSC_Pos_Bala_2023","RPS27"
"15361","AbSC_Pos_Bala_2023","NOP14"
"15362","AbSC_Pos_Bala_2023","EMG1"
"15363","AbSC_Pos_Bala_2023","SRP14"
"15364","AbSC_Pos_Bala_2023","NFKBIB"
"15365","AbSC_Pos_Bala_2023","DCAKD"
"15366","AbSC_Pos_Bala_2023","PAIP2"
"15367","AbSC_Pos_Bala_2023","PSMA6"
"15368","AbSC_Pos_Bala_2023","TMOD3"
"15369","AbSC_Pos_Bala_2023","GTF3C6"
"15370","AbSC_Pos_Bala_2023","RFC3"
"15371","AbSC_Pos_Bala_2023","GMPS"
"15372","AbSC_Pos_Bala_2023","SEM1"
"15373","AbSC_Pos_Bala_2023","EEF1D"
"15374","AbSC_Pos_Bala_2023","RSL24D1"
"15375","AbSC_DEG_Bala_2023","BEX1"
"15376","AbSC_DEG_Bala_2023","S100A6"
"15377","AbSC_DEG_Bala_2023","S100A11"
"15378","AbSC_DEG_Bala_2023","FABP2"
"15379","AbSC_DEG_Bala_2023","MARCKSL1"
"15380","AbSC_DEG_Bala_2023","TMSB10"
"15381","AbSC_DEG_Bala_2023","PRAP1"
"15382","AbSC_DEG_Bala_2023","IFITM1"
"15383","AbSC_DEG_Bala_2023","IFITM3"
"15384","AbSC_DEG_Bala_2023","SMIM24"
"15385","AbSC_DEG_Bala_2023","NKD1"
"15386","AbSC_DEG_Bala_2023","CYBA"
"15387","AbSC_DEG_Bala_2023","MMP7"
"15388","AbSC_DEG_Bala_2023","TM4SF5"
"15389","AbSC_DEG_Bala_2023","IGFBP4"
"15390","AbSC_DEG_Bala_2023","LY6E"
"15391","AbSC_DEG_Bala_2023","LY6A"
"15392","AbSC_DEG_Bala_2023","KRT18"
"15393","AbSC_DEG_Bala_2023","ECSCR"
"15394","AbSC_DEG_Bala_2023","H2-Q7"
"15395","AbSC_DEG_Bala_2023","PHGR1"
"15396","AbSC_DEG_Bala_2023","WFDC18"
"15397","AbSC_DEG_Bala_2023","CCL25"
"15398","AbSC_DEG_Bala_2023","ALDOB"
"15399","AbSC_DEG_Bala_2023","MSX1"
"15400","AbSC_DEG_Bala_2023","IER3"
